Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
100,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4875.25,4867.15,10/21/2024 11:00:00 AM,10/21/2024 2:05:00 PM,Entry_Long,Exit on session close,($40.50),$400.50,$0.00,$0.00,$0.00,$0.00,$0.00,$63.01,$18.62,$59.12,37,
101,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4776.50,4791.50,10/22/2024 2:25:00 PM,10/22/2024 3:00:00 PM,Entry_Long,Profit target,$75.00,$475.50,$0.00,$0.00,$0.00,$0.00,$0.00,$4.42,$98.52,$23.52,7,
102,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4807.25,4822.25,10/23/2024 10:05:00 AM,10/23/2024 11:55:00 AM,Entry_Long,Profit target,$75.00,$550.50,$0.00,$0.00,$0.00,$0.00,$0.00,$11.26,$85.41,$10.41,22,
103,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4847.50,4862.50,10/24/2024 12:25:00 PM,10/24/2024 12:35:00 PM,Entry_Long,Profit target,$75.00,$625.50,$0.00,$0.00,$0.00,$0.00,$0.00,$12.99,$84.98,$9.98,2,
104,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4975.75,4987.75,10/28/2024 1:30:00 PM,10/28/2024 4:45:00 PM,Entry_Short,Stop loss,($60.00),$565.50,$0.00,$0.00,$0.00,$0.00,$0.00,$80.48,$12.01,$72.01,39,
105,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5023.50,5008.50,10/31/2024 3:00:00 PM,10/31/2024 3:40:00 PM,Entry_Short,Profit target,$75.00,$640.50,$0.00,$0.00,$0.00,$0.00,$0.00,$23.92,$84.87,$9.87,8,
106,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5056.75,5044.75,11/6/2024 12:05:00 PM,11/6/2024 3:25:00 PM,Entry_Long,Stop loss,($60.00),$580.50,$0.00,$0.00,$0.00,$0.00,$0.00,$80.77,$4.07,$64.07,40,
107,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5015.00,5000.00,11/7/2024 10:55:00 AM,11/7/2024 11:25:00 AM,Entry_Short,Profit target,$75.00,$655.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.98,$82.26,$7.26,6,
108,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4968.00,4983.00,11/11/2024 3:00:00 PM,11/11/2024 4:50:00 PM,Entry_Long,Profit target,$75.00,$730.50,$0.00,$0.00,$0.00,$0.00,$0.00,$6.82,$81.54,$6.54,22,
109,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4967.25,4955.25,11/19/2024 2:35:00 PM,11/19/2024 5:25:00 PM,Entry_Long,Stop loss,($60.00),$670.50,$0.00,$0.00,$0.00,$0.00,$0.00,$62.82,$20.75,$80.75,34,
110,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4988.25,4973.25,11/20/2024 1:40:00 PM,11/20/2024 4:00:00 PM,Entry_Short,Profit target,$75.00,$745.50,$0.00,$0.00,$0.00,$0.00,$0.00,$15.03,$89.10,$14.10,28,
111,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5023.25,5011.25,11/22/2024 2:30:00 PM,11/22/2024 4:20:00 PM,Entry_Long,Stop loss,($60.00),$685.50,$0.00,$0.00,$0.00,$0.00,$0.00,$61.64,$1.76,$61.76,22,
112,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5067.25,5055.25,11/25/2024 10:00:00 AM,11/25/2024 11:50:00 AM,Entry_Long,Stop loss,($60.00),$625.50,$0.00,$0.00,$0.00,$0.00,$0.00,$71.59,$18.14,$78.14,22,
113,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5031.00,5043.00,11/26/2024 11:25:00 AM,11/26/2024 2:20:00 PM,Entry_Short,Stop loss,($60.00),$565.50,$0.00,$0.00,$0.00,$0.00,$0.00,$73.22,$20.75,$80.75,35,
114,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5033.00,5023.10,11/29/2024 11:40:00 AM,11/29/2024 3:00:00 PM,Entry_Short,Exit on session close,$49.50,$615.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.01,$68.59,$19.09,40,
115,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4996.50,5011.50,12/2/2024 1:55:00 PM,12/2/2024 3:10:00 PM,Entry_Long,Profit target,$75.00,$690.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.46,$90.03,$15.03,15,
116,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5104.50,5089.50,12/3/2024 11:25:00 AM,12/3/2024 1:55:00 PM,Entry_Short,Profit target,$75.00,$765.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.08,$75.05,$0.05,30,
117,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5134.25,5149.25,12/4/2024 10:55:00 AM,12/4/2024 1:55:00 PM,Entry_Long,Profit target,$75.00,$840.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.80,$84.99,$9.99,36,
118,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5019.75,5007.75,12/5/2024 2:15:00 PM,12/5/2024 5:05:00 PM,Entry_Long,Stop loss,($60.00),$780.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.36,$29.58,$89.58,34,
119,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5052.75,5040.75,12/9/2024 11:30:00 AM,12/9/2024 2:15:00 PM,Entry_Long,Stop loss,($60.00),$720.00,$0.00,$0.00,$0.00,$0.00,$0.00,$83.25,$26.29,$86.29,33,
120,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5083.75,5071.75,12/11/2024 1:05:00 PM,12/11/2024 2:05:00 PM,Entry_Long,Stop loss,($60.00),$660.00,$0.00,$0.00,$0.00,$0.00,$0.00,$68.38,$27.31,$87.31,12,
121,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5097.50,5112.50,12/12/2024 11:55:00 AM,12/12/2024 12:05:00 PM,Entry_Long,Profit target,$75.00,$735.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.19,$94.18,$19.18,2,
122,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5144.25,5156.25,12/17/2024 1:55:00 PM,12/17/2024 4:05:00 PM,Entry_Short,Stop loss,($60.00),$675.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.09,$9.59,$69.59,26,
123,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5151.75,5166.75,12/18/2024 11:20:00 AM,12/18/2024 12:40:00 PM,Entry_Long,Profit target,$75.00,$750.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.70,$85.32,$10.32,16,
124,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5115.00,5127.00,12/19/2024 12:20:00 PM,12/19/2024 3:35:00 PM,Entry_Short,Stop loss,($60.00),$690.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.46,$12.64,$72.64,39,
125,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5132.75,5125.05,12/20/2024 1:55:00 PM,12/20/2024 2:50:00 PM,Entry_Long,Exit on session close,($38.50),$651.50,$0.00,$0.00,$0.00,$0.00,$0.00,$46.17,$0.04,$38.54,11,
126,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5077.75,5062.75,12/23/2024 1:40:00 PM,12/23/2024 2:35:00 PM,Entry_Short,Profit target,$75.00,$726.50,$0.00,$0.00,$0.00,$0.00,$0.00,$13.02,$94.83,$19.83,11,
127,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5146.50,5161.50,12/24/2024 1:35:00 PM,12/24/2024 2:35:00 PM,Entry_Long,Profit target,$75.00,$801.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.50,$94.23,$19.23,12,
128,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5142.00,5130.00,12/27/2024 11:50:00 AM,12/27/2024 1:35:00 PM,Entry_Long,Stop loss,($60.00),$741.50,$0.00,$0.00,$0.00,$0.00,$0.00,$77.19,$3.46,$63.46,21,
129,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5209.75,5215.65,12/30/2024 12:05:00 PM,12/30/2024 1:05:00 PM,Entry_Long,Exit on session close,$29.50,$771.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.56,$50.07,$20.57,12,
130,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5328.75,5340.75,1/2/2025 10:10:00 AM,1/2/2025 11:35:00 AM,Entry_Short,Stop loss,($60.00),$711.00,$0.00,$0.00,$0.00,$0.00,$0.00,$62.03,$15.92,$75.92,17,
131,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5277.50,5289.50,1/3/2025 1:05:00 PM,1/3/2025 2:45:00 PM,Entry_Short,Stop loss,($60.00),$651.00,$0.00,$0.00,$0.00,$0.00,$0.00,$74.63,$28.95,$88.95,20,
132,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5342.50,5327.50,1/6/2025 12:25:00 PM,1/6/2025 12:55:00 PM,Entry_Short,Profit target,$75.00,$726.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.80,$81.02,$6.02,6,
133,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5434.50,5422.50,1/8/2025 3:00:00 PM,1/8/2025 3:50:00 PM,Entry_Long,Stop loss,($60.00),$666.00,$0.00,$0.00,$0.00,$0.00,$0.00,$79.32,$11.53,$71.53,10,
134,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5452.25,5440.25,1/17/2025 10:10:00 AM,1/17/2025 11:05:00 AM,Entry_Long,Stop loss,($60.00),$606.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.43,$14.81,$74.81,11,
135,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5416.50,5404.50,1/21/2025 2:55:00 PM,1/21/2025 4:10:00 PM,Entry_Long,Stop loss,($60.00),$546.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.86,$26.54,$86.54,15,
136,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5338.50,5323.50,1/23/2025 2:20:00 PM,1/23/2025 4:30:00 PM,Entry_Short,Profit target,$75.00,$621.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.56,$90.45,$15.45,26,
137,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5353.75,5365.75,1/24/2025 10:00:00 AM,1/24/2025 12:15:00 PM,Entry_Short,Stop loss,($60.00),$561.00,$0.00,$0.00,$0.00,$0.00,$0.00,$69.74,$27.42,$87.42,27,
138,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5358.25,5346.25,1/29/2025 10:15:00 AM,1/29/2025 10:30:00 AM,Entry_Long,Stop loss,($60.00),$501.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.26,$28.80,$88.80,3,
139,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5409.50,5421.50,2/5/2025 10:05:00 AM,2/5/2025 10:15:00 AM,Entry_Short,Stop loss,($60.00),$441.00,$0.00,$0.00,$0.00,$0.00,$0.00,$79.20,$16.15,$76.15,2,
140,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5438.00,5423.00,2/6/2025 10:05:00 AM,2/6/2025 11:45:00 AM,Entry_Short,Profit target,$75.00,$516.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.97,$89.26,$14.26,20,
141,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5453.50,5468.50,2/7/2025 11:25:00 AM,2/7/2025 12:25:00 PM,Entry_Long,Profit target,$75.00,$591.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.42,$77.09,$2.09,12,
142,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5460.00,5445.00,2/21/2025 2:20:00 PM,2/21/2025 4:20:00 PM,Entry_Short,Profit target,$75.00,$666.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.02,$92.40,$17.40,24,
143,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5431.00,5419.00,3/4/2025 1:50:00 PM,3/4/2025 3:00:00 PM,Entry_Long,Stop loss,($60.00),$606.00,$0.00,$0.00,$0.00,$0.00,$0.00,$69.62,$9.67,$69.67,14,
144,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5378.00,5390.00,3/6/2025 11:10:00 AM,3/6/2025 12:55:00 PM,Entry_Short,Stop loss,($60.00),$546.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.93,$1.69,$61.69,21,
145,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5382.75,5397.75,3/7/2025 11:00:00 AM,3/7/2025 12:25:00 PM,Entry_Long,Profit target,$75.00,$621.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.12,$93.85,$18.85,17,
146,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5441.75,5456.75,3/11/2025 2:45:00 PM,3/11/2025 5:35:00 PM,Entry_Long,Profit target,$75.00,$696.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.75,$85.48,$10.48,34,
147,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5434.00,5449.00,3/13/2025 12:45:00 PM,3/13/2025 3:05:00 PM,Entry_Long,Profit target,$75.00,$771.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.73,$90.29,$15.29,28,
148,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5393.25,5408.25,3/14/2025 10:20:00 AM,3/14/2025 12:50:00 PM,Entry_Long,Profit target,$75.00,$846.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.94,$104.07,$29.07,30,
149,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5433.50,5429.00,3/17/2025 2:50:00 PM,3/17/2025 3:20:00 PM,Entry_Short,Exit on session close,$22.50,$868.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.98,$46.65,$24.15,6,
150,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5439.25,5437.55,3/19/2025 1:25:00 PM,3/19/2025 4:20:00 PM,Entry_Short,Exit on session close,$8.50,$877.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7.89,$26.22,$17.72,35,
151,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5443.25,5458.25,3/21/2025 2:15:00 PM,3/21/2025 2:55:00 PM,Entry_Long,Profit target,$75.00,$952.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.25,$101.61,$26.61,8,
152,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5529.25,5544.25,3/25/2025 12:30:00 PM,3/25/2025 3:25:00 PM,Entry_Long,Profit target,$75.00,$1027.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.31,$91.57,$16.57,35,
153,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5429.75,5444.75,3/26/2025 10:30:00 AM,3/26/2025 11:00:00 AM,Entry_Long,Profit target,$75.00,$1102.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7.94,$82.52,$7.52,6,
154,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5428.50,5416.50,3/27/2025 2:50:00 PM,3/27/2025 3:35:00 PM,Entry_Long,Stop loss,($60.00),$1042.00,$0.00,$0.00,$0.00,$0.00,$0.00,$73.12,$29.07,$89.07,9,
155,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5535.25,5524.75,3/31/2025 1:40:00 PM,3/31/2025 4:20:00 PM,Entry_Short,Exit on session close,$52.50,$1094.50,$0.00,$0.00,$0.00,$0.00,$0.00,$9.51,$64.94,$12.44,32,
156,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5541.00,5529.00,4/4/2025 2:00:00 PM,4/4/2025 3:30:00 PM,Entry_Long,Stop loss,($60.00),$1034.50,$0.00,$0.00,$0.00,$0.00,$0.00,$67.50,$9.01,$69.01,18,
157,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5586.00,5571.00,4/8/2025 1:05:00 PM,4/8/2025 2:10:00 PM,Entry_Short,Profit target,$75.00,$1109.50,$0.00,$0.00,$0.00,$0.00,$0.00,$21.59,$91.55,$16.55,13,
158,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5504.00,5492.00,4/9/2025 1:10:00 PM,4/9/2025 2:15:00 PM,Entry_Long,Stop loss,($60.00),$1049.50,$0.00,$0.00,$0.00,$0.00,$0.00,$82.38,$16.89,$76.89,13,
159,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5463.00,5478.00,4/10/2025 11:30:00 AM,4/10/2025 1:15:00 PM,Entry_Long,Profit target,$75.00,$1124.50,$0.00,$0.00,$0.00,$0.00,$0.00,$19.46,$104.03,$29.03,21,
160,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5411.25,5421.85,4/11/2025 11:45:00 AM,4/11/2025 1:35:00 PM,Entry_Long,Exit on session close,$53.00,$1177.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.42,$71.56,$18.56,22,
161,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5467.75,5482.75,4/14/2025 11:50:00 AM,4/14/2025 2:15:00 PM,Entry_Long,Profit target,$75.00,$1252.50,$0.00,$0.00,$0.00,$0.00,$0.00,$14.08,$81.52,$6.52,29,
162,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5451.50,5446.60,4/15/2025 2:05:00 PM,4/15/2025 3:45:00 PM,Entry_Short,Exit on session close,$24.50,$1277.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.35,$39.63,$15.13,20,
163,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5484.50,5472.50,4/21/2025 1:20:00 PM,4/21/2025 2:45:00 PM,Entry_Long,Stop loss,($60.00),$1217.00,$0.00,$0.00,$0.00,$0.00,$0.00,$66.97,$28.96,$88.96,17,
164,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5580.50,5595.50,4/23/2025 2:40:00 PM,4/23/2025 3:10:00 PM,Entry_Long,Profit target,$75.00,$1292.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.30,$77.92,$2.92,6,
165,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5713.25,5706.15,4/28/2025 12:10:00 PM,4/28/2025 1:00:00 PM,Entry_Long,Exit on session close,($35.50),$1256.50,$0.00,$0.00,$0.00,$0.00,$0.00,$58.64,$26.82,$62.32,10,
166,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5691.75,5679.75,5/1/2025 12:10:00 PM,5/1/2025 12:30:00 PM,Entry_Long,Stop loss,($60.00),$1196.50,$0.00,$0.00,$0.00,$0.00,$0.00,$70.42,$24.00,$84.00,4,
167,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5648.50,5663.50,5/2/2025 10:25:00 AM,5/2/2025 11:55:00 AM,Entry_Long,Profit target,$75.00,$1271.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.51,$86.70,$11.70,18,
168,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5608.00,5593.00,5/7/2025 12:35:00 PM,5/7/2025 3:25:00 PM,Entry_Short,Profit target,$75.00,$1346.50,$0.00,$0.00,$0.00,$0.00,$0.00,$16.77,$97.94,$22.94,34,
169,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5650.25,5662.25,5/14/2025 10:25:00 AM,5/14/2025 12:05:00 PM,Entry_Short,Stop loss,($60.00),$1286.50,$0.00,$0.00,$0.00,$0.00,$0.00,$79.37,$1.67,$61.67,20,
170,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5588.50,5576.50,5/16/2025 11:55:00 AM,5/16/2025 2:05:00 PM,Entry_Long,Stop loss,($60.00),$1226.50,$0.00,$0.00,$0.00,$0.00,$0.00,$70.64,$19.18,$79.18,26,
171,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5682.25,5697.25,5/19/2025 2:10:00 PM,5/19/2025 5:05:00 PM,Entry_Long,Profit target,$75.00,$1301.50,$0.00,$0.00,$0.00,$0.00,$0.00,$16.26,$98.49,$23.49,35,
172,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5675.50,5690.50,5/20/2025 12:45:00 PM,5/20/2025 1:10:00 PM,Entry_Long,Profit target,$75.00,$1376.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.27,$85.97,$10.97,5,
173,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5742.00,5748.00,5/21/2025 10:10:00 AM,5/21/2025 11:50:00 AM,Entry_Short,Exit on session close,($30.00),$1346.50,$0.00,$0.00,$0.00,$0.00,$0.00,$44.42,$28.90,$58.90,20,
174,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5761.50,5768.60,5/23/2025 1:05:00 PM,5/23/2025 3:10:00 PM,Entry_Short,Exit on session close,($35.50),$1311.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48.86,$15.12,$50.62,25,
175,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5799.25,5787.25,5/27/2025 1:10:00 PM,5/27/2025 2:05:00 PM,Entry_Long,Stop loss,($60.00),$1251.00,$0.00,$0.00,$0.00,$0.00,$0.00,$62.14,$0.03,$60.03,11,
176,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5839.50,5854.50,5/28/2025 12:40:00 PM,5/28/2025 3:20:00 PM,Entry_Long,Profit target,$75.00,$1326.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7.44,$79.51,$4.51,32,
177,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5791.25,5806.25,5/29/2025 12:15:00 PM,5/29/2025 1:50:00 PM,Entry_Long,Profit target,$75.00,$1401.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.30,$91.56,$16.56,19,
178,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5867.75,5855.75,6/3/2025 11:10:00 AM,6/3/2025 1:50:00 PM,Entry_Long,Stop loss,($60.00),$1341.00,$0.00,$0.00,$0.00,$0.00,$0.00,$74.23,$4.83,$64.83,32,
179,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5873.25,5861.25,6/4/2025 11:15:00 AM,6/4/2025 11:25:00 AM,Entry_Long,Stop loss,($60.00),$1281.00,$0.00,$0.00,$0.00,$0.00,$0.00,$66.36,$13.87,$73.87,2,
180,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5894.50,5904.90,6/9/2025 11:45:00 AM,6/9/2025 2:10:00 PM,Entry_Long,Exit on session close,$52.00,$1333.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.11,$65.43,$13.43,29,
181,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5966.25,5967.85,6/10/2025 11:15:00 AM,6/10/2025 2:35:00 PM,Entry_Short,Exit on session close,($8.00),$1325.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31.56,$18.27,$26.27,40,
182,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5973.25,5988.25,6/11/2025 12:10:00 PM,6/11/2025 3:20:00 PM,Entry_Long,Profit target,$75.00,$1400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.56,$86.38,$11.38,38,
183,MES 12-26,Backtest,EsempioMeanRevES,Short,1,6083.75,6068.75,6/13/2025 12:30:00 PM,6/13/2025 1:35:00 PM,Entry_Short,Profit target,$75.00,$1475.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.95,$91.85,$16.85,13,
184,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6076.00,6064.00,6/16/2025 11:50:00 AM,6/16/2025 12:15:00 PM,Entry_Long,Stop loss,($60.00),$1415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.85,$2.13,$62.13,5,
185,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6034.75,6049.75,6/17/2025 2:50:00 PM,6/17/2025 5:30:00 PM,Entry_Long,Profit target,$75.00,$1490.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.71,$83.88,$8.88,32,
186,MES 12-26,Backtest,EsempioMeanRevES,Short,1,6090.75,6075.75,6/20/2025 1:15:00 PM,6/20/2025 1:35:00 PM,Entry_Short,Profit target,$75.00,$1565.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.29,$103.45,$28.45,4,
187,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6033.50,6048.50,6/23/2025 10:00:00 AM,6/23/2025 10:10:00 AM,Entry_Long,Profit target,$75.00,$1640.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.57,$85.30,$10.30,2,
188,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6039.75,6027.75,6/27/2025 10:35:00 AM,6/27/2025 11:30:00 AM,Entry_Long,Stop loss,($60.00),$1580.00,$0.00,$0.00,$0.00,$0.00,$0.00,$65.14,$13.64,$73.64,11,
189,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5962.25,5974.25,6/30/2025 1:40:00 PM,6/30/2025 2:15:00 PM,Entry_Short,Stop loss,($60.00),$1520.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.07,$26.34,$86.34,7,
190,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5971.25,5975.45,7/1/2025 11:50:00 AM,7/1/2025 3:05:00 PM,Entry_Long,Exit on session close,$21.00,$1541.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.91,$23.09,$2.09,39,
191,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5922.25,5937.25,7/4/2025 12:25:00 PM,7/4/2025 2:20:00 PM,Entry_Long,Profit target,$75.00,$1616.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.35,$97.88,$22.88,23,
192,MES 12-26,Backtest,EsempioMeanRevES,Short,1,6000.00,5985.00,7/7/2025 1:00:00 PM,7/7/2025 2:05:00 PM,Entry_Short,Profit target,$75.00,$1691.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.88,$93.51,$18.51,13,
193,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6069.25,6057.25,7/8/2025 1:00:00 PM,7/8/2025 3:20:00 PM,Entry_Long,Stop loss,($60.00),$1631.00,$0.00,$0.00,$0.00,$0.00,$0.00,$79.33,$28.04,$88.04,28,
194,MES 12-26,Backtest,EsempioMeanRevES,Short,1,6118.00,6103.00,7/9/2025 1:05:00 PM,7/9/2025 4:15:00 PM,Entry_Short,Profit target,$75.00,$1706.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.60,$76.40,$1.40,38,
195,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6131.00,6119.00,7/15/2025 2:55:00 PM,7/15/2025 5:25:00 PM,Entry_Long,Stop loss,($60.00),$1646.00,$0.00,$0.00,$0.00,$0.00,$0.00,$61.46,$12.32,$72.32,30,
196,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6128.00,6116.00,7/21/2025 12:40:00 PM,7/21/2025 1:10:00 PM,Entry_Long,Stop loss,($60.00),$1586.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.15,$28.34,$88.34,6,
197,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6167.50,6178.90,7/22/2025 11:25:00 AM,7/22/2025 12:30:00 PM,Entry_Long,Exit on session close,$57.00,$1643.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.75,$75.07,$18.07,13,
198,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6201.00,6189.00,7/24/2025 11:55:00 AM,7/24/2025 12:05:00 PM,Entry_Long,Stop loss,($60.00),$1583.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.84,$25.36,$85.36,2,
199,MES 12-26,Backtest,EsempioMeanRevES,Long,1,6138.25,6153.25,7/28/2025 11:20:00 AM,7/28/2025 1:25:00 PM,Entry_Long,Profit target,$75.00,$1658.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.16,$99.20,$24.20,25,
