Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
101,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.99,68.49,3/19/2025 11:50:00 AM,3/19/2025 2:55:00 PM,Entry_Long,Profit target,$150.00,$3813.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.90,$175.38,$25.38,37,
102,MCL 12-26,Backtest,EsempioTrendCL,Long,1,67.49,67.63,3/26/2025 9:50:00 AM,3/26/2025 12:20:00 PM,Entry_Long,Exit on session close,$14.50,$3828.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.31,$28.72,$14.22,30,
103,MCL 12-26,Backtest,EsempioTrendCL,Long,1,68.06,69.56,4/3/2025 1:05:00 PM,4/3/2025 2:50:00 PM,Entry_Long,Profit target,$150.00,$3978.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.41,$155.94,$5.94,21,
104,MCL 12-26,Backtest,EsempioTrendCL,Long,1,67.73,66.93,4/7/2025 11:55:00 AM,4/7/2025 2:10:00 PM,Entry_Long,Stop loss,($80.00),$3898.00,$0.00,$0.00,$0.00,$0.00,$0.00,$89.15,$23.33,$103.33,27,
105,MCL 12-26,Backtest,EsempioTrendCL,Long,1,67.11,68.61,4/16/2025 11:25:00 AM,4/16/2025 2:30:00 PM,Entry_Long,Profit target,$150.00,$4048.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.18,$196.23,$46.23,37,
106,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.79,68.29,4/22/2025 1:10:00 PM,4/22/2025 2:20:00 PM,Entry_Long,Profit target,$150.00,$4198.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.02,$166.93,$16.93,14,
107,MCL 12-26,Backtest,EsempioTrendCL,Short,1,65.76,64.26,4/29/2025 11:50:00 AM,4/29/2025 1:40:00 PM,Entry_Short,Profit target,$150.00,$4348.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.04,$174.51,$24.51,22,
108,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.45,66.03,4/30/2025 12:10:00 PM,4/30/2025 12:35:00 PM,Entry_Long,Exit on session close,($42.50),$4305.50,$0.00,$0.00,$0.00,$0.00,$0.00,$71.04,$56.96,$99.46,5,
109,MCL 12-26,Backtest,EsempioTrendCL,Short,1,67.73,66.23,5/1/2025 12:45:00 PM,5/1/2025 3:45:00 PM,Entry_Short,Profit target,$150.00,$4455.50,$0.00,$0.00,$0.00,$0.00,$0.00,$23.70,$151.54,$1.54,36,
110,MCL 12-26,Backtest,EsempioTrendCL,Long,1,68.06,68.48,5/6/2025 11:35:00 AM,5/6/2025 1:25:00 PM,Entry_Long,Exit on session close,$42.50,$4498.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.19,$58.80,$16.30,22,
111,MCL 12-26,Backtest,EsempioTrendCL,Long,1,69.11,68.31,5/7/2025 1:30:00 PM,5/7/2025 1:55:00 PM,Entry_Long,Stop loss,($80.00),$4418.00,$0.00,$0.00,$0.00,$0.00,$0.00,$86.19,$17.62,$97.62,5,
112,MCL 12-26,Backtest,EsempioTrendCL,Long,1,69.21,68.41,5/8/2025 9:40:00 AM,5/8/2025 10:00:00 AM,Entry_Long,Stop loss,($80.00),$4338.00,$0.00,$0.00,$0.00,$0.00,$0.00,$103.41,$23.33,$103.33,4,
113,MCL 12-26,Backtest,EsempioTrendCL,Long,1,68.00,69.50,5/9/2025 9:20:00 AM,5/9/2025 12:20:00 PM,Entry_Long,Profit target,$150.00,$4488.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.95,$154.78,$4.78,36,
114,MCL 12-26,Backtest,EsempioTrendCL,Short,1,67.46,68.26,5/13/2025 12:50:00 PM,5/13/2025 2:05:00 PM,Entry_Short,Stop loss,($80.00),$4408.00,$0.00,$0.00,$0.00,$0.00,$0.00,$84.39,$12.78,$92.78,15,
115,MCL 12-26,Backtest,EsempioTrendCL,Long,1,67.04,68.54,5/14/2025 9:00:00 AM,5/14/2025 11:20:00 AM,Entry_Long,Profit target,$150.00,$4558.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.29,$191.55,$41.55,28,
116,MCL 12-26,Backtest,EsempioTrendCL,Long,1,67.78,69.28,5/16/2025 12:50:00 PM,5/16/2025 3:50:00 PM,Entry_Long,Profit target,$150.00,$4708.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.55,$152.25,$2.25,36,
117,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.34,67.84,5/19/2025 9:00:00 AM,5/19/2025 9:55:00 AM,Entry_Long,Profit target,$150.00,$4858.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.05,$169.10,$19.10,11,
118,MCL 12-26,Backtest,EsempioTrendCL,Short,1,66.97,66.73,5/26/2025 2:00:00 PM,5/26/2025 4:40:00 PM,Entry_Short,Exit on session close,$24.00,$4882.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.48,$60.50,$36.50,32,
119,MCL 12-26,Backtest,EsempioTrendCL,Short,1,66.91,65.41,5/27/2025 11:10:00 AM,5/27/2025 12:50:00 PM,Entry_Short,Profit target,$150.00,$5032.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.74,$190.22,$40.22,20,
120,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.57,65.77,5/30/2025 12:35:00 PM,5/30/2025 3:10:00 PM,Entry_Long,Stop loss,($80.00),$4952.00,$0.00,$0.00,$0.00,$0.00,$0.00,$86.96,$18.07,$98.07,31,
121,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.26,65.46,6/6/2025 12:00:00 PM,6/6/2025 2:15:00 PM,Entry_Long,Stop loss,($80.00),$4872.00,$0.00,$0.00,$0.00,$0.00,$0.00,$86.49,$3.69,$83.69,27,
122,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.53,68.03,6/10/2025 10:10:00 AM,6/10/2025 11:55:00 AM,Entry_Long,Profit target,$150.00,$5022.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.23,$208.22,$58.22,21,
123,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.77,65.97,6/11/2025 10:00:00 AM,6/11/2025 10:25:00 AM,Entry_Long,Stop loss,($80.00),$4942.00,$0.00,$0.00,$0.00,$0.00,$0.00,$84.12,$8.17,$88.17,5,
124,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.53,68.03,6/16/2025 11:55:00 AM,6/16/2025 1:30:00 PM,Entry_Long,Profit target,$150.00,$5092.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.18,$159.91,$9.91,19,
125,MCL 12-26,Backtest,EsempioTrendCL,Short,1,65.73,64.23,6/17/2025 9:35:00 AM,6/17/2025 10:10:00 AM,Entry_Short,Profit target,$150.00,$5242.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$160.28,$10.28,7,
126,MCL 12-26,Backtest,EsempioTrendCL,Long,1,65.79,65.22,6/18/2025 9:20:00 AM,6/18/2025 11:10:00 AM,Entry_Long,Exit on session close,($57.50),$5184.50,$0.00,$0.00,$0.00,$0.00,$0.00,$72.47,$55.80,$113.30,22,
127,MCL 12-26,Backtest,EsempioTrendCL,Short,1,66.06,64.56,6/20/2025 9:50:00 AM,6/20/2025 10:15:00 AM,Entry_Short,Profit target,$150.00,$5334.50,$0.00,$0.00,$0.00,$0.00,$0.00,$28.57,$157.51,$7.51,5,
128,MCL 12-26,Backtest,EsempioTrendCL,Short,1,66.09,65.44,7/1/2025 11:25:00 AM,7/1/2025 1:50:00 PM,Entry_Short,Exit on session close,$65.00,$5399.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.74,$82.51,$17.51,29,
129,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.34,67.01,7/3/2025 12:20:00 PM,7/3/2025 2:25:00 PM,Entry_Long,Exit on session close,$67.00,$5466.50,$0.00,$0.00,$0.00,$0.00,$0.00,$26.83,$125.84,$58.84,25,
130,MCL 12-26,Backtest,EsempioTrendCL,Short,1,67.28,65.78,7/4/2025 9:00:00 AM,7/4/2025 11:35:00 AM,Entry_Short,Profit target,$150.00,$5616.50,$0.00,$0.00,$0.00,$0.00,$0.00,$7.54,$190.67,$40.67,31,
131,MCL 12-26,Backtest,EsempioTrendCL,Short,1,67.23,68.03,7/8/2025 9:45:00 AM,7/8/2025 12:20:00 PM,Entry_Short,Stop loss,($80.00),$5536.50,$0.00,$0.00,$0.00,$0.00,$0.00,$92.15,$48.40,$128.40,31,
132,MCL 12-26,Backtest,EsempioTrendCL,Long,1,68.25,69.75,7/9/2025 12:55:00 PM,7/9/2025 1:15:00 PM,Entry_Long,Profit target,$150.00,$5686.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.19,$162.70,$12.70,4,
133,MCL 12-26,Backtest,EsempioTrendCL,Long,1,67.62,69.12,7/15/2025 1:45:00 PM,7/15/2025 3:25:00 PM,Entry_Long,Profit target,$150.00,$5836.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.54,$208.43,$58.43,20,
134,MCL 12-26,Backtest,EsempioTrendCL,Short,1,67.09,65.93,7/16/2025 12:40:00 PM,7/16/2025 3:40:00 PM,Entry_Short,Exit on session close,$116.00,$5952.50,$0.00,$0.00,$0.00,$0.00,$0.00,$13.97,$171.77,$55.77,36,
135,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.77,68.27,7/17/2025 2:00:00 PM,7/17/2025 3:45:00 PM,Entry_Long,Profit target,$150.00,$6102.50,$0.00,$0.00,$0.00,$0.00,$0.00,$30.57,$197.90,$47.90,21,
136,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.84,68.34,7/22/2025 1:20:00 PM,7/22/2025 3:50:00 PM,Entry_Long,Profit target,$150.00,$6252.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.87,$187.09,$37.09,30,
137,MCL 12-26,Backtest,EsempioTrendCL,Long,1,67.17,68.67,7/24/2025 10:50:00 AM,7/24/2025 12:25:00 PM,Entry_Long,Profit target,$150.00,$6402.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.33,$167.36,$17.36,19,
138,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.27,67.77,7/29/2025 11:30:00 AM,7/29/2025 11:55:00 AM,Entry_Long,Profit target,$150.00,$6552.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.83,$167.41,$17.41,5,
139,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.70,66.73,8/1/2025 10:10:00 AM,8/1/2025 10:40:00 AM,Entry_Long,Exit on session close,$3.00,$6555.50,$0.00,$0.00,$0.00,$0.00,$0.00,$4.30,$56.55,$53.55,6,
140,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.36,65.94,8/5/2025 12:25:00 PM,8/5/2025 1:50:00 PM,Entry_Long,Exit on session close,($42.50),$6513.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.87,$47.50,$90.00,17,
141,MCL 12-26,Backtest,EsempioTrendCL,Long,1,65.20,65.51,8/13/2025 11:40:00 AM,8/13/2025 1:40:00 PM,Entry_Long,Exit on session close,$31.00,$6544.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.86,$81.45,$50.45,24,
142,MCL 12-26,Backtest,EsempioTrendCL,Short,1,66.08,66.88,8/15/2025 9:45:00 AM,8/15/2025 11:20:00 AM,Entry_Short,Stop loss,($80.00),$6464.00,$0.00,$0.00,$0.00,$0.00,$0.00,$101.55,$6.81,$86.81,19,
143,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.45,63.65,8/22/2025 11:45:00 AM,8/22/2025 1:25:00 PM,Entry_Long,Stop loss,($80.00),$6384.00,$0.00,$0.00,$0.00,$0.00,$0.00,$93.01,$49.21,$129.21,20,
144,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.82,63.02,8/26/2025 11:00:00 AM,8/26/2025 11:15:00 AM,Entry_Long,Stop loss,($80.00),$6304.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.82,$25.08,$105.08,3,
145,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.71,65.21,8/29/2025 11:40:00 AM,8/29/2025 12:20:00 PM,Entry_Long,Profit target,$150.00,$6454.00,$0.00,$0.00,$0.00,$0.00,$0.00,$27.90,$205.31,$55.31,8,
146,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.90,65.40,9/3/2025 10:55:00 AM,9/3/2025 1:05:00 PM,Entry_Long,Profit target,$150.00,$6604.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.17,$168.85,$18.85,26,
147,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.17,62.88,9/5/2025 9:45:00 AM,9/5/2025 10:55:00 AM,Entry_Long,Exit on session close,$70.50,$6674.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.50,$87.19,$16.69,14,
148,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.09,63.59,9/11/2025 12:45:00 PM,9/11/2025 3:25:00 PM,Entry_Long,Profit target,$150.00,$6824.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.10,$172.97,$22.97,32,
149,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.89,62.39,9/15/2025 10:30:00 AM,9/15/2025 11:20:00 AM,Entry_Long,Profit target,$150.00,$6974.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.82,$177.73,$27.73,10,
150,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.99,60.19,9/18/2025 1:00:00 PM,9/18/2025 3:35:00 PM,Entry_Long,Stop loss,($80.00),$6894.50,$0.00,$0.00,$0.00,$0.00,$0.00,$111.80,$2.45,$82.45,31,
151,MCL 12-26,Backtest,EsempioTrendCL,Long,1,59.81,59.01,9/22/2025 12:35:00 PM,9/22/2025 3:35:00 PM,Entry_Long,Stop loss,($80.00),$6814.50,$0.00,$0.00,$0.00,$0.00,$0.00,$109.65,$16.46,$96.46,36,
152,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.95,61.15,9/24/2025 10:20:00 AM,9/24/2025 1:15:00 PM,Entry_Long,Stop loss,($80.00),$6734.50,$0.00,$0.00,$0.00,$0.00,$0.00,$89.14,$5.16,$85.16,35,
153,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.45,63.95,9/26/2025 1:00:00 PM,9/26/2025 2:30:00 PM,Entry_Long,Profit target,$150.00,$6884.50,$0.00,$0.00,$0.00,$0.00,$0.00,$10.42,$188.76,$38.76,18,
154,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.35,60.85,9/30/2025 11:10:00 AM,9/30/2025 12:50:00 PM,Entry_Short,Profit target,$150.00,$7034.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.60,$201.64,$51.64,20,
155,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.65,63.45,10/1/2025 1:30:00 PM,10/1/2025 4:05:00 PM,Entry_Short,Stop loss,($80.00),$6954.50,$0.00,$0.00,$0.00,$0.00,$0.00,$92.53,$42.81,$122.81,31,
156,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.23,60.73,10/2/2025 11:00:00 AM,10/2/2025 1:15:00 PM,Entry_Short,Profit target,$150.00,$7104.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.09,$165.35,$15.35,27,
157,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.48,62.98,10/10/2025 11:50:00 AM,10/10/2025 1:15:00 PM,Entry_Long,Profit target,$150.00,$7254.50,$0.00,$0.00,$0.00,$0.00,$0.00,$4.28,$199.29,$49.29,17,
158,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.83,63.33,10/14/2025 12:55:00 PM,10/14/2025 2:40:00 PM,Entry_Long,Profit target,$150.00,$7404.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.13,$183.72,$33.72,21,
159,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.76,61.56,10/16/2025 12:35:00 PM,10/16/2025 12:55:00 PM,Entry_Short,Stop loss,($80.00),$7324.50,$0.00,$0.00,$0.00,$0.00,$0.00,$111.31,$36.89,$116.89,4,
160,MCL 12-26,Backtest,EsempioTrendCL,Long,1,59.29,60.79,10/20/2025 9:10:00 AM,10/20/2025 11:30:00 AM,Entry_Long,Profit target,$150.00,$7474.50,$0.00,$0.00,$0.00,$0.00,$0.00,$26.50,$209.08,$59.08,28,
161,MCL 12-26,Backtest,EsempioTrendCL,Short,1,59.68,60.48,10/21/2025 1:20:00 PM,10/21/2025 4:15:00 PM,Entry_Short,Stop loss,($80.00),$7394.50,$0.00,$0.00,$0.00,$0.00,$0.00,$99.93,$21.28,$101.28,35,
162,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.06,58.56,10/23/2025 1:40:00 PM,10/23/2025 3:35:00 PM,Entry_Short,Profit target,$150.00,$7544.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.85,$154.48,$4.48,23,
163,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.86,60.06,10/29/2025 1:00:00 PM,10/29/2025 1:35:00 PM,Entry_Long,Stop loss,($80.00),$7464.50,$0.00,$0.00,$0.00,$0.00,$0.00,$96.92,$4.45,$84.45,7,
164,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.17,60.67,10/31/2025 1:55:00 PM,10/31/2025 2:40:00 PM,Entry_Short,Profit target,$150.00,$7614.50,$0.00,$0.00,$0.00,$0.00,$0.00,$12.72,$166.78,$16.78,9,
165,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.69,59.89,11/10/2025 9:40:00 AM,11/10/2025 10:10:00 AM,Entry_Long,Stop loss,($80.00),$7534.50,$0.00,$0.00,$0.00,$0.00,$0.00,$99.08,$58.44,$138.44,6,
166,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.12,60.32,11/11/2025 1:00:00 PM,11/11/2025 3:15:00 PM,Entry_Long,Stop loss,($80.00),$7454.50,$0.00,$0.00,$0.00,$0.00,$0.00,$102.59,$48.14,$128.14,27,
167,MCL 12-26,Backtest,EsempioTrendCL,Short,1,63.25,64.05,11/12/2025 1:40:00 PM,11/12/2025 3:15:00 PM,Entry_Short,Stop loss,($80.00),$7374.50,$0.00,$0.00,$0.00,$0.00,$0.00,$105.73,$4.58,$84.58,19,
168,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.83,64.33,11/13/2025 11:05:00 AM,11/13/2025 11:50:00 AM,Entry_Long,Profit target,$150.00,$7524.50,$0.00,$0.00,$0.00,$0.00,$0.00,$28.90,$154.88,$4.88,9,
169,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.30,63.50,11/18/2025 10:10:00 AM,11/18/2025 11:05:00 AM,Entry_Long,Stop loss,($80.00),$7444.50,$0.00,$0.00,$0.00,$0.00,$0.00,$97.19,$9.92,$89.92,11,
170,MCL 12-26,Backtest,EsempioTrendCL,Short,1,63.56,64.36,11/19/2025 9:00:00 AM,11/19/2025 12:05:00 PM,Entry_Short,Stop loss,($80.00),$7364.50,$0.00,$0.00,$0.00,$0.00,$0.00,$107.72,$52.31,$132.31,37,
171,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.75,61.95,11/20/2025 12:55:00 PM,11/20/2025 2:00:00 PM,Entry_Long,Stop loss,($80.00),$7284.50,$0.00,$0.00,$0.00,$0.00,$0.00,$87.76,$41.69,$121.69,13,
172,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.61,62.47,11/28/2025 10:10:00 AM,11/28/2025 1:20:00 PM,Entry_Long,Exit on session close,($14.00),$7270.50,$0.00,$0.00,$0.00,$0.00,$0.00,$21.23,$10.44,$24.44,38,
173,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.49,63.99,12/2/2025 11:45:00 AM,12/2/2025 3:00:00 PM,Entry_Long,Profit target,$150.00,$7420.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.85,$178.53,$28.53,39,
174,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.02,64.52,12/3/2025 11:45:00 AM,12/3/2025 2:05:00 PM,Entry_Long,Profit target,$150.00,$7570.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.98,$150.14,$0.14,28,
175,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.76,66.26,12/10/2025 1:50:00 PM,12/10/2025 3:00:00 PM,Entry_Long,Profit target,$150.00,$7720.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.60,$193.75,$43.75,14,
176,MCL 12-26,Backtest,EsempioTrendCL,Short,1,64.63,65.43,12/26/2025 12:30:00 PM,12/26/2025 3:30:00 PM,Entry_Short,Stop loss,($80.00),$7640.50,$0.00,$0.00,$0.00,$0.00,$0.00,$87.74,$53.89,$133.89,36,
177,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.53,63.73,12/30/2025 9:10:00 AM,12/30/2025 10:00:00 AM,Entry_Long,Stop loss,($80.00),$7560.50,$0.00,$0.00,$0.00,$0.00,$0.00,$98.57,$49.47,$129.47,10,
178,MCL 12-26,Backtest,EsempioTrendCL,Short,1,64.49,63.40,1/5/2026 1:55:00 PM,1/5/2026 2:50:00 PM,Entry_Short,Exit on session close,$108.50,$7669.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.82,$128.93,$20.43,11,
179,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.47,65.55,1/7/2026 11:10:00 AM,1/7/2026 12:20:00 PM,Entry_Long,Exit on session close,$107.50,$7776.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.01,$127.55,$20.05,14,
180,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.37,65.87,1/15/2026 1:15:00 PM,1/15/2026 4:30:00 PM,Entry_Long,Profit target,$150.00,$7926.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.01,$174.02,$24.02,39,
181,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.04,65.54,1/19/2026 12:05:00 PM,1/19/2026 3:15:00 PM,Entry_Long,Profit target,$150.00,$8076.50,$0.00,$0.00,$0.00,$0.00,$0.00,$2.92,$164.36,$14.36,38,
182,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.61,63.81,1/22/2026 11:50:00 AM,1/22/2026 2:15:00 PM,Entry_Long,Stop loss,($80.00),$7996.50,$0.00,$0.00,$0.00,$0.00,$0.00,$93.55,$24.02,$104.02,29,
183,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.59,62.79,1/23/2026 12:40:00 PM,1/23/2026 3:35:00 PM,Entry_Long,Stop loss,($80.00),$7916.50,$0.00,$0.00,$0.00,$0.00,$0.00,$94.34,$43.81,$123.81,35,
184,MCL 12-26,Backtest,EsempioTrendCL,Short,1,63.13,62.35,1/28/2026 10:45:00 AM,1/28/2026 12:35:00 PM,Entry_Short,Exit on session close,$78.50,$7995.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.61,$83.34,$4.84,22,
185,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.28,61.48,1/29/2026 12:40:00 PM,1/29/2026 2:25:00 PM,Entry_Long,Stop loss,($80.00),$7915.00,$0.00,$0.00,$0.00,$0.00,$0.00,$87.94,$17.06,$97.06,21,
186,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.41,61.61,1/30/2026 9:10:00 AM,1/30/2026 10:45:00 AM,Entry_Long,Stop loss,($80.00),$7835.00,$0.00,$0.00,$0.00,$0.00,$0.00,$108.07,$7.86,$87.86,19,
187,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.71,61.51,2/3/2026 1:15:00 PM,2/3/2026 4:05:00 PM,Entry_Short,Stop loss,($80.00),$7755.00,$0.00,$0.00,$0.00,$0.00,$0.00,$95.61,$31.62,$111.62,34,
188,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.37,58.87,2/9/2026 1:55:00 PM,2/9/2026 2:25:00 PM,Entry_Short,Profit target,$150.00,$7905.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.10,$166.87,$16.87,6,
189,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.13,58.63,2/16/2026 11:55:00 AM,2/16/2026 2:35:00 PM,Entry_Short,Profit target,$150.00,$8055.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.97,$151.13,$1.13,32,
190,MCL 12-26,Backtest,EsempioTrendCL,Long,1,59.59,58.79,2/17/2026 9:40:00 AM,2/17/2026 10:25:00 AM,Entry_Long,Stop loss,($80.00),$7975.00,$0.00,$0.00,$0.00,$0.00,$0.00,$105.51,$33.32,$113.32,9,
191,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.16,59.36,2/18/2026 9:35:00 AM,2/18/2026 10:30:00 AM,Entry_Long,Stop loss,($80.00),$7895.00,$0.00,$0.00,$0.00,$0.00,$0.00,$93.27,$15.01,$95.01,11,
192,MCL 12-26,Backtest,EsempioTrendCL,Short,1,61.37,62.17,2/24/2026 12:30:00 PM,2/24/2026 1:15:00 PM,Entry_Short,Stop loss,($80.00),$7815.00,$0.00,$0.00,$0.00,$0.00,$0.00,$110.71,$50.31,$130.31,9,
193,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.28,60.48,3/9/2026 9:45:00 AM,3/9/2026 11:10:00 AM,Entry_Long,Stop loss,($80.00),$7735.00,$0.00,$0.00,$0.00,$0.00,$0.00,$104.34,$49.00,$129.00,17,
194,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.32,58.82,3/10/2026 11:45:00 AM,3/10/2026 12:40:00 PM,Entry_Short,Profit target,$150.00,$7885.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.48,$177.55,$27.55,11,
195,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.95,61.75,3/11/2026 11:35:00 AM,3/11/2026 1:10:00 PM,Entry_Short,Stop loss,($80.00),$7805.00,$0.00,$0.00,$0.00,$0.00,$0.00,$96.39,$12.39,$92.39,19,
196,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.53,60.59,3/16/2026 12:45:00 PM,3/16/2026 1:55:00 PM,Entry_Long,Exit on session close,$5.50,$7810.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.09,$18.89,$13.39,14,
197,MCL 12-26,Backtest,EsempioTrendCL,Long,1,59.89,59.09,3/19/2026 10:35:00 AM,3/19/2026 11:20:00 AM,Entry_Long,Stop loss,($80.00),$7730.50,$0.00,$0.00,$0.00,$0.00,$0.00,$93.36,$7.56,$87.56,9,
198,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.27,60.69,3/24/2026 11:00:00 AM,3/24/2026 12:10:00 PM,Entry_Long,Exit on session close,$41.50,$7772.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.23,$89.66,$48.16,14,
199,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.03,61.53,4/1/2026 11:25:00 AM,4/1/2026 1:25:00 PM,Entry_Long,Profit target,$150.00,$7922.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.35,$206.49,$56.49,24,
200,MCL 12-26,Backtest,EsempioTrendCL,Long,1,59.71,59.15,4/3/2026 12:05:00 PM,4/3/2026 1:55:00 PM,Entry_Long,Exit on session close,($56.50),$7865.50,$0.00,$0.00,$0.00,$0.00,$0.00,$80.29,$13.06,$69.56,22,
201,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.51,63.01,4/10/2026 1:15:00 PM,4/10/2026 3:55:00 PM,Entry_Long,Profit target,$150.00,$8015.50,$0.00,$0.00,$0.00,$0.00,$0.00,$11.05,$184.20,$34.20,32,
