Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
97,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15127.25,15077.25,8/15/2024 10:40:00 AM,8/15/2024 11:30:00 AM,Entry_Short,Profit target,$100.00,$3189.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.21,$120.63,$20.63,10,
98,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15046.75,14996.75,8/19/2024 9:35:00 AM,8/19/2024 12:15:00 PM,Entry_Short,Profit target,$100.00,$3289.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.72,$116.86,$16.86,32,
99,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15594.25,15576.25,8/21/2024 11:15:00 AM,8/21/2024 12:10:00 PM,Entry_Long,Exit on session close,($36.00),$3253.00,$0.00,$0.00,$0.00,$0.00,$0.00,$86.96,$39.72,$75.72,11,
100,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15575.00,15513.00,8/22/2024 10:30:00 AM,8/22/2024 10:40:00 AM,Entry_Long,Exit on session close,($124.00),$3129.00,$0.00,$0.00,$0.00,$0.00,$0.00,$134.27,$14.07,$138.07,2,
101,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15809.50,15709.50,8/26/2024 12:05:00 PM,8/26/2024 2:40:00 PM,Entry_Long,Stop loss,($200.00),$2929.00,$0.00,$0.00,$0.00,$0.00,$0.00,$243.47,$20.24,$220.24,31,
102,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15935.75,15885.75,8/27/2024 1:10:00 PM,8/27/2024 1:45:00 PM,Entry_Short,Profit target,$100.00,$3029.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.98,$116.53,$16.53,7,
103,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15955.25,16005.25,8/28/2024 11:10:00 AM,8/28/2024 1:00:00 PM,Entry_Long,Profit target,$100.00,$3129.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.46,$118.69,$18.69,22,
104,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15920.75,16020.75,8/30/2024 11:40:00 AM,8/30/2024 2:15:00 PM,Entry_Short,Stop loss,($200.00),$2929.00,$0.00,$0.00,$0.00,$0.00,$0.00,$209.75,$17.81,$217.81,31,
105,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15749.50,15649.50,9/4/2024 11:05:00 AM,9/4/2024 2:15:00 PM,Entry_Long,Stop loss,($200.00),$2729.00,$0.00,$0.00,$0.00,$0.00,$0.00,$268.49,$33.78,$233.78,38,
106,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15676.00,15776.00,9/5/2024 12:55:00 PM,9/5/2024 3:05:00 PM,Entry_Short,Stop loss,($200.00),$2529.00,$0.00,$0.00,$0.00,$0.00,$0.00,$276.33,$30.20,$230.20,26,
107,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15283.25,15333.25,9/9/2024 10:35:00 AM,9/9/2024 11:45:00 AM,Entry_Long,Profit target,$100.00,$2629.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.78,$110.95,$10.95,14,
108,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15030.25,15080.25,9/10/2024 11:35:00 AM,9/10/2024 12:10:00 PM,Entry_Long,Profit target,$100.00,$2729.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.52,$125.22,$25.22,7,
109,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15083.50,15133.50,9/11/2024 10:35:00 AM,9/11/2024 12:50:00 PM,Entry_Long,Profit target,$100.00,$2829.00,$0.00,$0.00,$0.00,$0.00,$0.00,$56.31,$104.02,$4.02,27,
110,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15612.25,15562.25,9/12/2024 9:55:00 AM,9/12/2024 11:50:00 AM,Entry_Short,Profit target,$100.00,$2929.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.93,$125.89,$25.89,23,
111,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15729.00,15829.00,9/17/2024 11:20:00 AM,9/17/2024 1:40:00 PM,Entry_Short,Stop loss,($200.00),$2729.00,$0.00,$0.00,$0.00,$0.00,$0.00,$249.05,$12.71,$212.71,28,
112,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15767.75,15817.75,9/19/2024 10:55:00 AM,9/19/2024 12:50:00 PM,Entry_Long,Profit target,$100.00,$2829.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.30,$122.29,$22.29,23,
113,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15634.75,15584.75,9/20/2024 11:20:00 AM,9/20/2024 1:00:00 PM,Entry_Short,Profit target,$100.00,$2929.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.67,$130.66,$30.66,20,
114,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15833.50,15733.50,9/23/2024 12:15:00 PM,9/23/2024 3:05:00 PM,Entry_Long,Stop loss,($200.00),$2729.00,$0.00,$0.00,$0.00,$0.00,$0.00,$278.94,$20.64,$220.64,34,
115,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15701.00,15651.00,9/26/2024 9:40:00 AM,9/26/2024 10:50:00 AM,Entry_Short,Profit target,$100.00,$2829.00,$0.00,$0.00,$0.00,$0.00,$0.00,$38.23,$116.70,$16.70,14,
116,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15664.25,15614.25,9/30/2024 10:10:00 AM,9/30/2024 12:40:00 PM,Entry_Short,Profit target,$100.00,$2929.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.32,$121.74,$21.74,30,
117,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15740.25,15690.25,10/3/2024 1:30:00 PM,10/3/2024 3:25:00 PM,Entry_Short,Profit target,$100.00,$3029.00,$0.00,$0.00,$0.00,$0.00,$0.00,$65.97,$111.54,$11.54,23,
118,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15857.00,15907.00,10/8/2024 12:30:00 PM,10/8/2024 1:00:00 PM,Entry_Long,Profit target,$100.00,$3129.00,$0.00,$0.00,$0.00,$0.00,$0.00,$62.62,$137.20,$37.20,6,
119,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15776.50,15726.50,10/10/2024 1:05:00 PM,10/10/2024 3:15:00 PM,Entry_Short,Profit target,$100.00,$3229.00,$0.00,$0.00,$0.00,$0.00,$0.00,$61.07,$106.34,$6.34,26,
120,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15739.50,15789.50,10/11/2024 10:10:00 AM,10/11/2024 1:20:00 PM,Entry_Long,Profit target,$100.00,$3329.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.52,$109.77,$9.77,38,
121,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15770.00,15820.00,10/15/2024 9:45:00 AM,10/15/2024 10:40:00 AM,Entry_Long,Profit target,$100.00,$3429.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.20,$113.82,$13.82,11,
122,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16107.75,16057.75,10/17/2024 11:05:00 AM,10/17/2024 1:50:00 PM,Entry_Short,Profit target,$100.00,$3529.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.43,$127.61,$27.61,33,
123,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15854.50,15904.50,10/21/2024 10:10:00 AM,10/21/2024 1:05:00 PM,Entry_Long,Profit target,$100.00,$3629.00,$0.00,$0.00,$0.00,$0.00,$0.00,$33.63,$100.97,$0.97,35,
124,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15992.25,15892.25,10/23/2024 11:35:00 AM,10/23/2024 2:55:00 PM,Entry_Long,Stop loss,($200.00),$3429.00,$0.00,$0.00,$0.00,$0.00,$0.00,$270.61,$35.08,$235.08,40,
125,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15908.75,15958.75,10/24/2024 11:55:00 AM,10/24/2024 1:20:00 PM,Entry_Long,Profit target,$100.00,$3529.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.16,$127.80,$27.80,17,
126,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15774.25,15766.50,10/25/2024 11:40:00 AM,10/25/2024 1:05:00 PM,Entry_Short,Exit on session close,$15.50,$3544.50,$0.00,$0.00,$0.00,$0.00,$0.00,$69.72,$30.25,$14.75,17,
127,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15756.00,15656.00,10/28/2024 12:35:00 PM,10/28/2024 1:35:00 PM,Entry_Long,Stop loss,($200.00),$3344.50,$0.00,$0.00,$0.00,$0.00,$0.00,$245.34,$36.14,$236.14,12,
128,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16033.75,15983.75,10/29/2024 12:25:00 PM,10/29/2024 3:35:00 PM,Entry_Short,Profit target,$100.00,$3444.50,$0.00,$0.00,$0.00,$0.00,$0.00,$19.51,$111.97,$11.97,38,
129,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16236.50,16336.50,10/30/2024 9:55:00 AM,10/30/2024 12:25:00 PM,Entry_Short,Stop loss,($200.00),$3244.50,$0.00,$0.00,$0.00,$0.00,$0.00,$231.78,$14.26,$214.26,30,
130,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16190.00,16240.00,10/31/2024 11:15:00 AM,10/31/2024 1:00:00 PM,Entry_Long,Profit target,$100.00,$3344.50,$0.00,$0.00,$0.00,$0.00,$0.00,$62.13,$131.06,$31.06,21,
131,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16164.50,16064.50,11/4/2024 1:15:00 PM,11/4/2024 1:40:00 PM,Entry_Long,Stop loss,($200.00),$3144.50,$0.00,$0.00,$0.00,$0.00,$0.00,$228.33,$18.90,$218.90,5,
132,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16357.50,16283.50,11/6/2024 12:55:00 PM,11/6/2024 2:20:00 PM,Entry_Long,Exit on session close,($148.00),$2996.50,$0.00,$0.00,$0.00,$0.00,$0.00,$156.49,$29.03,$177.03,17,
133,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16718.75,16668.75,11/7/2024 11:00:00 AM,11/7/2024 1:20:00 PM,Entry_Short,Profit target,$100.00,$3096.50,$0.00,$0.00,$0.00,$0.00,$0.00,$55.68,$137.51,$37.51,28,
134,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16647.00,16597.00,11/8/2024 11:10:00 AM,11/8/2024 11:55:00 AM,Entry_Short,Profit target,$100.00,$3196.50,$0.00,$0.00,$0.00,$0.00,$0.00,$14.48,$109.42,$9.42,9,
135,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16679.50,16629.50,11/13/2024 1:05:00 PM,11/13/2024 4:00:00 PM,Entry_Short,Profit target,$100.00,$3296.50,$0.00,$0.00,$0.00,$0.00,$0.00,$18.32,$112.04,$12.04,35,
136,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16950.50,17000.50,11/14/2024 12:55:00 PM,11/14/2024 1:30:00 PM,Entry_Long,Profit target,$100.00,$3396.50,$0.00,$0.00,$0.00,$0.00,$0.00,$73.37,$102.95,$2.95,7,
137,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16821.50,16871.50,11/18/2024 12:40:00 PM,11/18/2024 2:20:00 PM,Entry_Long,Profit target,$100.00,$3496.50,$0.00,$0.00,$0.00,$0.00,$0.00,$45.49,$106.58,$6.58,20,
138,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16957.00,16857.00,11/19/2024 1:25:00 PM,11/19/2024 4:30:00 PM,Entry_Long,Stop loss,($200.00),$3296.50,$0.00,$0.00,$0.00,$0.00,$0.00,$212.06,$35.92,$235.92,37,
139,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16952.50,17002.50,11/25/2024 12:10:00 PM,11/25/2024 12:35:00 PM,Entry_Long,Profit target,$100.00,$3396.50,$0.00,$0.00,$0.00,$0.00,$0.00,$51.60,$114.38,$14.38,5,
140,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16763.75,16713.75,11/26/2024 12:15:00 PM,11/26/2024 3:10:00 PM,Entry_Short,Profit target,$100.00,$3496.50,$0.00,$0.00,$0.00,$0.00,$0.00,$47.51,$130.85,$30.85,35,
141,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16474.00,16424.00,11/27/2024 11:50:00 AM,11/27/2024 1:15:00 PM,Entry_Short,Profit target,$100.00,$3596.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.49,$128.64,$28.64,17,
142,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16451.75,16501.75,11/28/2024 12:40:00 PM,11/28/2024 4:00:00 PM,Entry_Long,Profit target,$100.00,$3696.50,$0.00,$0.00,$0.00,$0.00,$0.00,$47.75,$128.59,$28.59,40,
143,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16306.00,16356.00,12/3/2024 10:20:00 AM,12/3/2024 1:40:00 PM,Entry_Long,Profit target,$100.00,$3796.50,$0.00,$0.00,$0.00,$0.00,$0.00,$34.77,$117.67,$17.67,40,
144,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16282.50,16232.50,12/4/2024 10:30:00 AM,12/4/2024 1:40:00 PM,Entry_Short,Profit target,$100.00,$3896.50,$0.00,$0.00,$0.00,$0.00,$0.00,$57.78,$124.93,$24.93,38,
145,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16635.75,16735.75,12/5/2024 11:50:00 AM,12/5/2024 12:10:00 PM,Entry_Short,Stop loss,($200.00),$3696.50,$0.00,$0.00,$0.00,$0.00,$0.00,$259.08,$31.23,$231.23,4,
146,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16663.25,16713.25,12/9/2024 11:35:00 AM,12/9/2024 1:05:00 PM,Entry_Long,Profit target,$100.00,$3796.50,$0.00,$0.00,$0.00,$0.00,$0.00,$52.72,$123.84,$23.84,18,
147,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16434.50,16334.50,12/10/2024 11:15:00 AM,12/10/2024 1:35:00 PM,Entry_Long,Stop loss,($200.00),$3596.50,$0.00,$0.00,$0.00,$0.00,$0.00,$256.30,$38.29,$238.29,28,
148,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16668.50,16589.00,12/12/2024 1:30:00 PM,12/12/2024 4:05:00 PM,Entry_Long,Exit on session close,($159.00),$3437.50,$0.00,$0.00,$0.00,$0.00,$0.00,$191.79,$21.02,$180.02,31,
149,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16915.75,16952.25,12/13/2024 12:30:00 PM,12/13/2024 2:15:00 PM,Entry_Long,Exit on session close,$73.00,$3510.50,$0.00,$0.00,$0.00,$0.00,$0.00,$54.39,$101.68,$28.68,21,
150,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17197.25,17147.25,12/16/2024 10:10:00 AM,12/16/2024 1:15:00 PM,Entry_Short,Profit target,$100.00,$3610.50,$0.00,$0.00,$0.00,$0.00,$0.00,$6.88,$109.09,$9.09,37,
151,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17159.75,17209.75,12/17/2024 12:50:00 PM,12/17/2024 2:05:00 PM,Entry_Long,Profit target,$100.00,$3710.50,$0.00,$0.00,$0.00,$0.00,$0.00,$51.98,$102.34,$2.34,15,
152,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16989.75,16889.75,12/23/2024 11:40:00 AM,12/23/2024 12:55:00 PM,Entry_Long,Stop loss,($200.00),$3510.50,$0.00,$0.00,$0.00,$0.00,$0.00,$217.23,$13.90,$213.90,15,
153,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17256.50,17306.50,12/24/2024 12:30:00 PM,12/24/2024 1:30:00 PM,Entry_Long,Profit target,$100.00,$3610.50,$0.00,$0.00,$0.00,$0.00,$0.00,$47.51,$130.38,$30.38,12,
154,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17024.75,17074.75,12/26/2024 12:10:00 PM,12/26/2024 1:25:00 PM,Entry_Long,Profit target,$100.00,$3710.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.77,$111.06,$11.06,15,
155,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17070.75,17120.75,12/31/2024 1:30:00 PM,12/31/2024 3:00:00 PM,Entry_Long,Profit target,$100.00,$3810.50,$0.00,$0.00,$0.00,$0.00,$0.00,$51.96,$108.70,$8.70,18,
156,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17131.75,17181.75,1/3/2025 10:50:00 AM,1/3/2025 11:35:00 AM,Entry_Long,Profit target,$100.00,$3910.50,$0.00,$0.00,$0.00,$0.00,$0.00,$30.75,$103.33,$3.33,9,
157,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17179.50,17229.50,1/7/2025 12:20:00 PM,1/7/2025 12:45:00 PM,Entry_Long,Profit target,$100.00,$4010.50,$0.00,$0.00,$0.00,$0.00,$0.00,$39.07,$107.51,$7.51,5,
158,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17077.50,16977.50,1/8/2025 11:45:00 AM,1/8/2025 2:10:00 PM,Entry_Long,Stop loss,($200.00),$3810.50,$0.00,$0.00,$0.00,$0.00,$0.00,$241.36,$21.93,$221.93,29,
159,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17073.25,17123.25,1/9/2025 11:55:00 AM,1/9/2025 2:05:00 PM,Entry_Long,Profit target,$100.00,$3910.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.43,$128.51,$28.51,26,
160,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16910.75,16960.75,1/13/2025 11:05:00 AM,1/13/2025 1:10:00 PM,Entry_Long,Profit target,$100.00,$4010.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.26,$100.98,$0.98,25,
161,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17028.25,16978.25,1/20/2025 1:05:00 PM,1/20/2025 1:35:00 PM,Entry_Short,Profit target,$100.00,$4110.50,$0.00,$0.00,$0.00,$0.00,$0.00,$55.14,$126.66,$26.66,6,
162,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17428.50,17478.50,1/21/2025 12:55:00 PM,1/21/2025 2:25:00 PM,Entry_Long,Profit target,$100.00,$4210.50,$0.00,$0.00,$0.00,$0.00,$0.00,$31.40,$102.40,$2.40,18,
163,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17316.50,17366.50,1/22/2025 11:20:00 AM,1/22/2025 1:00:00 PM,Entry_Long,Profit target,$100.00,$4310.50,$0.00,$0.00,$0.00,$0.00,$0.00,$12.69,$116.10,$16.10,20,
164,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17197.75,17297.75,1/24/2025 10:00:00 AM,1/24/2025 11:55:00 AM,Entry_Short,Stop loss,($200.00),$4110.50,$0.00,$0.00,$0.00,$0.00,$0.00,$238.26,$10.28,$210.28,23,
165,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17222.25,17251.75,1/28/2025 9:40:00 AM,1/28/2025 11:55:00 AM,Entry_Long,Exit on session close,$59.00,$4169.50,$0.00,$0.00,$0.00,$0.00,$0.00,$21.76,$74.09,$15.09,27,
166,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17327.25,17377.25,1/31/2025 9:45:00 AM,1/31/2025 11:45:00 AM,Entry_Long,Profit target,$100.00,$4269.50,$0.00,$0.00,$0.00,$0.00,$0.00,$23.78,$132.61,$32.61,24,
167,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17188.25,17088.25,2/5/2025 11:20:00 AM,2/5/2025 1:25:00 PM,Entry_Long,Stop loss,($200.00),$4069.50,$0.00,$0.00,$0.00,$0.00,$0.00,$217.32,$3.02,$203.02,25,
168,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17440.00,17390.00,2/7/2025 9:55:00 AM,2/7/2025 12:30:00 PM,Entry_Short,Profit target,$100.00,$4169.50,$0.00,$0.00,$0.00,$0.00,$0.00,$72.77,$101.53,$1.53,31,
169,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17522.50,17572.50,2/10/2025 12:15:00 PM,2/10/2025 1:50:00 PM,Entry_Long,Profit target,$100.00,$4269.50,$0.00,$0.00,$0.00,$0.00,$0.00,$78.16,$105.99,$5.99,19,
170,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17581.25,17531.25,2/12/2025 9:35:00 AM,2/12/2025 12:35:00 PM,Entry_Short,Profit target,$100.00,$4369.50,$0.00,$0.00,$0.00,$0.00,$0.00,$43.76,$133.96,$33.96,36,
171,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17728.75,17778.75,2/14/2025 12:30:00 PM,2/14/2025 2:25:00 PM,Entry_Long,Profit target,$100.00,$4469.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.55,$132.22,$32.22,23,
172,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17789.75,17839.75,2/17/2025 10:35:00 AM,2/17/2025 11:35:00 AM,Entry_Long,Profit target,$100.00,$4569.50,$0.00,$0.00,$0.00,$0.00,$0.00,$39.25,$122.55,$22.55,12,
173,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18002.25,17952.25,2/18/2025 11:05:00 AM,2/18/2025 1:10:00 PM,Entry_Short,Profit target,$100.00,$4669.50,$0.00,$0.00,$0.00,$0.00,$0.00,$18.96,$109.97,$9.97,25,
174,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17946.25,18046.25,2/19/2025 10:15:00 AM,2/19/2025 10:45:00 AM,Entry_Short,Stop loss,($200.00),$4469.50,$0.00,$0.00,$0.00,$0.00,$0.00,$270.85,$12.41,$212.41,6,
175,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18071.75,18121.75,2/21/2025 1:10:00 PM,2/21/2025 3:50:00 PM,Entry_Long,Profit target,$100.00,$4569.50,$0.00,$0.00,$0.00,$0.00,$0.00,$33.02,$119.28,$19.28,32,
176,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17954.75,17854.75,2/26/2025 12:55:00 PM,2/26/2025 2:25:00 PM,Entry_Long,Stop loss,($200.00),$4369.50,$0.00,$0.00,$0.00,$0.00,$0.00,$214.69,$34.24,$234.24,18,
177,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18140.00,18190.00,2/27/2025 12:35:00 PM,2/27/2025 1:25:00 PM,Entry_Long,Profit target,$100.00,$4469.50,$0.00,$0.00,$0.00,$0.00,$0.00,$56.55,$124.92,$24.92,10,
178,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18336.00,18386.00,2/28/2025 11:35:00 AM,2/28/2025 1:15:00 PM,Entry_Long,Profit target,$100.00,$4569.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.10,$123.42,$23.42,20,
179,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17996.00,18046.00,3/5/2025 1:15:00 PM,3/5/2025 2:50:00 PM,Entry_Long,Profit target,$100.00,$4669.50,$0.00,$0.00,$0.00,$0.00,$0.00,$31.74,$137.34,$37.34,19,
180,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18069.50,17969.50,3/7/2025 9:45:00 AM,3/7/2025 10:55:00 AM,Entry_Long,Stop loss,($200.00),$4469.50,$0.00,$0.00,$0.00,$0.00,$0.00,$279.49,$4.81,$204.81,14,
181,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18070.25,18020.25,3/10/2025 9:40:00 AM,3/10/2025 12:40:00 PM,Entry_Short,Profit target,$100.00,$4569.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.39,$117.55,$17.55,36,
182,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18290.25,18323.50,3/11/2025 1:25:00 PM,3/11/2025 3:45:00 PM,Entry_Short,Exit on session close,($66.50),$4503.00,$0.00,$0.00,$0.00,$0.00,$0.00,$122.02,$21.84,$88.34,28,
183,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18063.75,18089.50,3/13/2025 10:30:00 AM,3/13/2025 11:10:00 AM,Entry_Long,Exit on session close,$51.50,$4554.50,$0.00,$0.00,$0.00,$0.00,$0.00,$34.61,$57.57,$6.07,8,
184,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18197.75,18247.75,3/17/2025 11:40:00 AM,3/17/2025 1:15:00 PM,Entry_Long,Profit target,$100.00,$4654.50,$0.00,$0.00,$0.00,$0.00,$0.00,$16.09,$122.06,$22.06,19,
185,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18088.25,18038.25,3/19/2025 9:35:00 AM,3/19/2025 11:20:00 AM,Entry_Short,Profit target,$100.00,$4754.50,$0.00,$0.00,$0.00,$0.00,$0.00,$26.90,$105.59,$5.59,21,
186,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18256.75,18306.75,3/20/2025 9:45:00 AM,3/20/2025 12:05:00 PM,Entry_Long,Profit target,$100.00,$4854.50,$0.00,$0.00,$0.00,$0.00,$0.00,$44.59,$108.60,$8.60,28,
187,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17605.00,17631.75,3/25/2025 10:35:00 AM,3/25/2025 12:15:00 PM,Entry_Short,Exit on session close,($53.50),$4801.00,$0.00,$0.00,$0.00,$0.00,$0.00,$120.20,$29.00,$82.50,20,
188,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17632.25,17682.25,3/26/2025 10:10:00 AM,3/26/2025 10:40:00 AM,Entry_Long,Profit target,$100.00,$4901.00,$0.00,$0.00,$0.00,$0.00,$0.00,$44.46,$102.52,$2.52,6,
189,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17681.75,17631.75,3/27/2025 10:40:00 AM,3/27/2025 11:10:00 AM,Entry_Short,Profit target,$100.00,$5001.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.18,$132.40,$32.40,6,
190,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17777.75,17727.75,3/28/2025 12:25:00 PM,3/28/2025 1:05:00 PM,Entry_Short,Profit target,$100.00,$5101.00,$0.00,$0.00,$0.00,$0.00,$0.00,$67.19,$116.34,$16.34,8,
191,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17447.50,17347.50,4/2/2025 10:20:00 AM,4/2/2025 11:40:00 AM,Entry_Long,Stop loss,($200.00),$4901.00,$0.00,$0.00,$0.00,$0.00,$0.00,$240.49,$11.07,$211.07,16,
192,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17746.25,17796.25,4/3/2025 11:10:00 AM,4/3/2025 12:45:00 PM,Entry_Long,Profit target,$100.00,$5001.00,$0.00,$0.00,$0.00,$0.00,$0.00,$47.54,$110.59,$10.59,19,
193,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17737.25,17787.25,4/4/2025 10:30:00 AM,4/4/2025 11:45:00 AM,Entry_Long,Profit target,$100.00,$5101.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.36,$108.24,$8.24,15,
